sboid;said;validFrom;validTo;organisationNumber;status;descriptionDe;descriptionFr;descriptionIt;descriptionEn;abbreviationDe;abbreviationFr;abbreviationIt;abbreviationEn;businessTypesId;businessTypesDe;businessTypesIt;businessTypesFr;transportCompanyNumber;transportCompanyAbbreviation;transportCompanyBusinessRegisterName;creationTime;editionTime
ch:1:sboid:100085;100085;2018-06-01;9999-12-31;111;VALIDATED;Sportbahnen Davos;Sportbahnen Davos;Sportbahnen Davos;Sportbahnen Davos;SDS;SDS;SDS;SDS;12;Bahn ohne Verkehrsabrechnung;Ferrovia senza rapporto sul traffico;Chemin de fer sans rapport de circulation;#0417;SDS;Berghotel Schatzalp AG;2022-08-04 14:16:27;2022-08-04 14:16:27
ch:1:sboid:100086;100086;1900-01-01;9999-12-31;112;VALIDATED;Standseilbahn Schwyz-Stoos AG;Standseilbahn Schwyz-Stoos AG;Standseilbahn Schwyz-Stoos AG;Standseilbahn Schwyz-Stoos AG;StSS;StSS;StSS;StSS;10;Eisenbahn;Ferrovia;Chemin de fer;#0476;StSS;Standseilbahn Schwyz - Stoos AG;2022-08-04 14:16:30;2022-08-04 14:16:30
ch:1:sboid:100087;100087;1900-01-01;9999-12-31;113;VALIDATED;Toggenburg Bergbahnen Unterwasser;Toggenburg Bergbahnen Unterwasser;Toggenburg Bergbahnen Unterwasser;Toggenburg Bergbahnen Unterwasser;TBBU;TBBU;TBBU;TBBU;10;Eisenbahn;Ferrovia;Chemin de fer;#1005;TBBU;Toggenburg Bergbahnen AG;2022-08-04 14:16:30;2022-08-04 14:16:30
ch:1:sboid:100088;100088;1900-01-01;9999-12-31;114;VALIDATED;Engelberg-Trübsee-Titlis;Engelberg-Trübsee-Titlis;Engelberg-Trübsee-Titlis;Engelberg-Trübsee-Titlis;BET;BET;BET;BET;45;Luft;Aria;Air;#0424;BET;Bergbahnen Engelberg-Trübsee-Titlis AG, BET;2022-08-04 14:16:30;2022-08-16 15:41:30
ch:1:sboid:100089;100089;1900-01-01;9999-12-31;115;VALIDATED;Parc d'Attractions du Châtelard;Parc d'Attractions du Châtelard;Parc d'Attractions du Châtelard;Parc d'Attractions du Châtelard;PAC;PAC;PAC;PAC;10;Eisenbahn;Ferrovia;Chemin de fer;#1393;VAVT;VerticAlp Vallée du Trient SA;2022-08-04 14:16:30;2022-08-04 14:16:30
ch:1:sboid:100090;100090;2020-09-04;9999-12-31;116;VALIDATED;Società Funicolare Cassarate-Monte Brè;Società Funicolare Cassarate-Monte Brè;Società Funicolare Cassarate-Monte Brè;Società Funicolare Cassarate-Monte Brè;FMB;FMB;FMB;FMB;10;Eisenbahn;Ferrovia;Chemin de fer;#0410;FMB;Società Funicolare Cassarate-Monte Brè;2022-08-04 14:16:27;2022-08-04 14:16:27
ch:1:sboid:100091;100091;2020-02-07;9999-12-31;117;VALIDATED;Funicolare Ritom SA;Funicolare Ritom SA;Funicolare Ritom SA;Funicolare Ritom SA;FPR;FPR;FPR;FPR;10;Eisenbahn;Ferrovia;Chemin de fer;#0461;FPR;Funicolare Ritom SA;2022-08-04 14:16:27;2022-08-04 14:16:27
ch:1:sboid:100092;100092;1900-01-01;9999-12-31;118;VALIDATED;Aufzug Matte-Plattform (Bern);Aufzug Matte-Plattform (Bern);Aufzug Matte-Plattform (Bern);Aufzug Matte-Plattform (Bern);AMP;AMP;AMP;AMP;10;Eisenbahn;Ferrovia;Chemin de fer;#0453;AMP;Elektrischer Personenaufzug Matte-Plattform AG;2022-08-04 14:16:30;2022-08-04 14:16:30
ch:1:sboid:100093;100093;2019-08-29;9999-12-31;119;VALIDATED;Drahtseilbahn Marzili-Stadt Bern AG;Drahtseilbahn Marzili-Stadt Bern AG;Drahtseilbahn Marzili-Stadt Bern AG;Drahtseilbahn Marzili-Stadt Bern AG;DMB;DMB;DMB;DMB;10;Eisenbahn;Ferrovia;Chemin de fer;#0452;DMB;Drahtseilbahn Marzili-Stadt Bern AG;2022-08-04 14:16:27;2022-08-04 14:16:27
ch:1:sboid:100094;100094;2023-04-19;9999-12-31;120;VALIDATED;Parkhotel Giessbach AG;Parkhotel Giessbach AG;Parkhotel Giessbach AG;Parkhotel Giessbach AG;GbB;GbB;GbB;GbB;10;Eisenbahn;Ferrovia;Chemin de fer;#0431;GbB;Parkhotel Giessbach AG;2023-04-19 11:09:27;2023-04-19 11:09:27
ch:1:sboid:100095;100095;1900-01-01;9999-12-31;121;VALIDATED;Gornergratbahn;Gornergratbahn;Gornergratbahn;Gornergratbahn;GGB;GGB;GGB;GGB;10;Eisenbahn;Ferrovia;Chemin de fer;#0209;GGB;Gornergrat Bahn AG;2022-08-04 14:16:30;2022-08-04 14:16:30
ch:1:sboid:100096;100096;1900-01-01;9999-12-31;122;VALIDATED;Gurtenbahn;Gurtenbahn;Gurtenbahn;Gurtenbahn;GB;GB;GB;GB;10;Eisenbahn;Ferrovia;Chemin de fer;#0433;GB;Gurtenbahn Bern AG;2022-08-04 14:16:30;2022-08-04 14:16:30
ch:1:sboid:100097;100097;1900-01-01;9999-12-31;123;VALIDATED;Harderbahn;Harderbahn;Harderbahn;Harderbahn;HB;HB;HB;HB;10;Eisenbahn;Ferrovia;Chemin de fer;#0437;HB;Harderbahn AG;2022-08-04 14:16:30;2022-08-04 14:16:30
ch:1:sboid:100098;100098;1900-01-01;9999-12-31;124;VALIDATED;Jungfraubahn;Jungfraubahn;Jungfraubahn;Jungfraubahn;JB;JB;JB;JB;10;Eisenbahn;Ferrovia;Chemin de fer;#0210;JB;Jungfraubahn AG;2022-08-04 14:16:30;2022-08-04 14:16:30
ch:1:sboid:100099;100099;1900-01-01;9999-12-31;125;VALIDATED;Montreux-Vevey-Riviera (las);Montreux-Vevey-Riviera (las);Montreux-Vevey-Riviera (las);Montreux-Vevey-Riviera (las);MVR-las;MVR-las;MVR-las;MVR-las;10;Eisenbahn;Ferrovia;Chemin de fer;#0212;MVR;Transports Montreux-Vevey-Riviera SA;2022-08-04 14:16:27;2022-08-04 14:16:27
ch:1:sboid:100100;100100;2021-10-08;9999-12-31;127;VALIDATED;Transports Publics de la Région Lausannoise sa;Transports Publics de la Région Lausannoise sa;Transports Publics de la Région Lausannoise sa;Transports Publics de la Région Lausannoise sa;TL-lo;TL-lo;TL-lo;TL-lo;10;Eisenbahn;Ferrovia;Chemin de fer;#0519;TL;Transports Publics de la Région Lausannoise sa;2022-08-04 14:16:27;2022-08-04 14:16:27
ch:1:sboid:100101;100101;1900-01-01;9999-12-31;128;VALIDATED;Aare Seeland mobil (ltb);Aare Seeland mobil (ltb);Aare Seeland mobil (ltb);Aare Seeland mobil (ltb);ASM-ltb;ASM-ltb;ASM-ltb;ASM-ltb;10;Eisenbahn;Ferrovia;Chemin de fer;#0136;asm;Aare Seeland mobil AG;2022-08-04 14:16:30;2022-08-04 14:16:30
ch:1:sboid:100102;100102;1900-01-01;9999-12-31;129;VALIDATED;Ferrovia Monte Generoso;Ferrovia Monte Generoso;Ferrovia Monte Generoso;Ferrovia Monte Generoso;MG;MG;MG;MG;10;Eisenbahn;Ferrovia;Chemin de fer;#0207;MG;Ferrovia Monte Generoso SA;2022-08-04 14:16:30;2023-12-22 12:38:46
ch:1:sboid:100104;100104;1900-01-01;9999-12-31;131;VALIDATED;Montreux-Vevey-Riviera (mtgn);Montreux-Vevey-Riviera (mtgn);Montreux-Vevey-Riviera (mtgn);Montreux-Vevey-Riviera (mtgn);MVR-mtgn;MVR-mtgn;MVR-mtgn;MVR-mtgn;10;Eisenbahn;Ferrovia;Chemin de fer;#0212;MVR;Transports Montreux-Vevey-Riviera SA;2022-08-04 14:16:27;2022-08-04 14:16:27
ch:1:sboid:100105;100105;2021-01-01;9999-12-31;132;VALIDATED;Meiringen-Innertkirchen-Bahn;Meiringen-Innertkirchen-Bahn;Meiringen-Innertkirchen-Bahn;Meiringen-Innertkirchen-Bahn;ZB-mib;ZB-mib;ZB-mib;ZB-mib;10;Eisenbahn;Ferrovia;Chemin de fer;#0171;zb;zb Zentralbahn AG;2022-08-04 14:16:27;2022-08-04 14:16:27
ch:1:sboid:100106;100106;2018-06-06;9999-12-31;133;VALIDATED;Celeriner Bergbahnen - Punt Muragl-Muottas Muragl;Celeriner Bergbahnen - Punt Muragl-Muottas Muragl;Celeriner Bergbahnen - Punt Muragl-Muottas Muragl;Celeriner Bergbahnen - Punt Muragl-Muottas Muragl;ESMM-mmb;ESMM-mmb;ESMM-mmb;ESMM-mmb;12;Bahn ohne Verkehrsabrechnung;Ferrovia senza rapporto sul traffico;Chemin de fer sans rapport de circulation;#1029;ESMM;Engadin St. Moritz Mountains AG;2022-08-04 14:16:30;2022-08-04 14:16:30
ch:1:sboid:100107;100107;1900-01-01;9999-12-31;134;VALIDATED;Lugano-Monte San Salvatore;Lugano-Monte San Salvatore;Lugano-Monte San Salvatore;Lugano-Monte San Salvatore;MS;MS;MS;MS;10;Eisenbahn;Ferrovia;Chemin de fer;#0448;MS;Funicolare Lugano-Paradiso-Monte San Salvatore SA;2022-08-04 14:16:30;2022-08-04 14:16:30
ch:1:sboid:100108;100108;1900-01-01;9999-12-31;135;VALIDATED;Niesenbahn;Niesenbahn;Niesenbahn;Niesenbahn;NB;NB;NB;NB;10;Eisenbahn;Ferrovia;Chemin de fer;#0460;NB;Niesenbahn AG;2022-08-04 14:16:29;2022-08-04 14:16:29
ch:1:sboid:100109;100109;1900-01-01;9999-12-31;136;VALIDATED;Pilatusbahnen;Pilatusbahnen;Pilatusbahnen;Pilatusbahnen;PB;PB;PB;PB;10;Eisenbahn;Ferrovia;Chemin de fer;#0213;PB;PILATUS-BAHNEN AG;2022-08-04 14:16:29;2022-08-04 14:16:29
ch:1:sboid:100110;100110;1900-01-01;9999-12-31;137;VALIDATED;Rigi Bahnen AG;Rigi Bahnen AG;Rigi Bahnen AG;Rigi Bahnen AG;RB;RB;RB;RB;10;Eisenbahn;Ferrovia;Chemin de fer;#0201;RB;RIGI BAHNEN AG;2022-08-04 14:16:29;2022-08-04 14:16:29
ch:1:sboid:100111;100111;2025-06-01;9999-12-31;138;VALIDATED;Bus Ostschweiz;Bus Ostschweiz;Bus Ostschweiz;Bus Ostschweiz;BOS;BOS;BOS;BOS;30;Strasse;Strada;Route;#0334;BOS;BUS Ostschweiz AG;2025-01-15 16:25:06;2025-01-15 16:25:06
ch:1:sboid:100112;100112;1900-01-01;9999-12-31;139;VALIDATED;Appenzeller Bahnen (rhw);Appenzeller Bahnen (rhw);Appenzeller Bahnen (rhw);Appenzeller Bahnen (rhw);AB-rhw;AB-rhw;AB-rhw;AB-rhw;10;Eisenbahn;Ferrovia;Chemin de fer;#0109;AB;Appenzeller Bahnen AG;2022-08-04 14:16:27;2022-08-04 14:16:27
ch:1:sboid:100113;100113;1900-01-01;9999-12-31;140;VALIDATED;Berner Oberland-Bahnen;Berner Oberland-Bahnen;Berner Oberland-Bahnen;Berner Oberland-Bahnen;BOB-spb;BOB-spb;BOB-spb;BOB-spb;10;Eisenbahn;Ferrovia;Chemin de fer;#0114;BOB;Berner Oberland-Bahnen AG;2022-08-04 14:16:29;2022-08-04 14:16:29
ch:1:sboid:100114;100114;1900-01-01;9999-12-31;141;VALIDATED;Schilthornbahn (sbm);Schilthornbahn (sbm);Schilthornbahn (sbm);Schilthornbahn (sbm);LSMS-sbm;LSMS-sbm;LSMS-sbm;LSMS-sbm;45;Luft;Aria;Air;#0592;LSMS;Schilthornbahn AG;2022-08-04 14:16:29;2022-08-16 15:43:01
ch:1:sboid:100115;100115;1900-01-01;9999-12-31;142;VALIDATED;Sierre-Montana-Crans;Sierre-Montana-Crans;Sierre-Montana-Crans;Sierre-Montana-Crans;SMC;SMC;SMC;SMC;10;Eisenbahn;Ferrovia;Chemin de fer;#0473;SMC;Compagnie de Chemin de Fer et d'Autobus Sierre-Montana-Crans, (SMC) SA;2022-08-04 14:16:29;2022-08-04 14:16:29
ch:1:sboid:100116;100116;1900-01-01;9999-12-31;143;VALIDATED;Funiculaire Saint-Imier-Mont-Soleil SA;Funiculaire Saint-Imier-Mont-Soleil SA;Funiculaire Saint-Imier-Mont-Soleil SA;Funiculaire Saint-Imier-Mont-Soleil SA;SMtS;SMtS;SMtS;SMtS;10;Eisenbahn;Ferrovia;Chemin de fer;#0470;SMtS;Funiculaire Saint-Imier - Mont-Soleil SA;2022-08-04 14:16:29;2022-08-04 14:16:29
ch:1:sboid:100117;100117;1900-01-01;9999-12-31;145;VALIDATED;Stanserhornbahn;Stanserhornbahn;Stanserhornbahn;Stanserhornbahn;SthB;SthB;SthB;SthB;45;Luft;Aria;Air;#0475;SthB;Stanserhorn-Bahn-Aktiengesellschaft;2022-08-04 14:16:29;2022-08-16 15:43:35
ch:1:sboid:100118;100118;2019-11-11;9999-12-31;146;VALIDATED;STI Bus AG;STI Bus AG;STI Bus AG;STI Bus AG;STI;STI;STI;STI;30;Strasse;Strada;Route;#0172;STI;STI Bus AG;2022-08-04 14:16:27;2022-08-04 14:16:27
ch:1:sboid:100119;100119;2018-06-06;9999-12-31;147;VALIDATED;Bergbahnen Engadin St. Moritz AG;Bergbahnen Engadin St. Moritz AG;Bergbahnen Engadin St. Moritz AG;Bergbahnen Engadin St. Moritz AG;ESMM-smbb;ESMM-smbb;ESMM-smbb;ESMM-smbb;12;Bahn ohne Verkehrsabrechnung;Ferrovia senza rapporto sul traffico;Chemin de fer sans rapport de circulation;#1029;ESMM;Engadin St. Moritz Mountains AG;2022-08-04 14:16:28;2022-08-04 14:16:28
ch:1:sboid:100120;100120;1900-01-01;9999-12-31;149;VALIDATED;Niederhornbahn AG;Niederhornbahn AG;Niederhornbahn AG;Niederhornbahn AG;NHB-bbb;NHB-bbb;NHB-bbb;NHB-bbb;10;Eisenbahn;Ferrovia;Chemin de fer;#0403;NHB;Niederhornbahn AG;2022-08-04 14:16:29;2022-08-04 14:16:29
ch:1:sboid:100121;100121;1900-01-01;9999-12-31;150;VALIDATED;Wengernalpbahn Lauterbrunnen-Wengen;Wengernalpbahn Lauterbrunnen-Wengen;Wengernalpbahn Lauterbrunnen-Wengen;Wengernalpbahn Lauterbrunnen-Wengen;WAB/LW;WAB/LW;WAB/LW;WAB/LW;10;Eisenbahn;Ferrovia;Chemin de fer;#0219;WAB;Wengernalpbahn AG;2022-08-04 14:16:29;2022-08-04 14:16:29
ch:1:sboid:100122;100122;2021-10-08;9999-12-31;151;VALIDATED;Transports Publics de la Région Lausannoise sa;Transports Publics de la Région Lausannoise sa;Transports Publics de la Région Lausannoise sa;Transports Publics de la Région Lausannoise sa;TL;TL;TL;TL;10;Eisenbahn;Ferrovia;Chemin de fer;#0519;TL;Transports Publics de la Région Lausannoise sa;2022-08-04 14:16:27;2022-08-04 14:16:27
ch:1:sboid:100123;100123;1900-01-01;9999-12-31;152;VALIDATED;Territet-Mont-Fleuri;Territet-Mont-Fleuri;Territet-Mont-Fleuri;Territet-Mont-Fleuri;TMF;TMF;TMF;TMF;12;Bahn ohne Verkehrsabrechnung;Ferrovia senza rapporto sul traffico;Chemin de fer sans rapport de circulation;#0479;TMF;Compagnie du chemin de fer Territet-Mont-Fleuri SA;2022-08-04 14:16:29;2022-08-04 14:16:29
ch:1:sboid:100124;100124;1900-01-01;9999-12-31;153;VALIDATED;Transports Publics Neuchâtelois SA (tn);Transports Publics Neuchâtelois SA (tn);Transports Publics Neuchâtelois SA (tn);Transports Publics Neuchâtelois SA (tn);TRN-tn;TRN-tn;TRN-tn;TRN-tn;10;Eisenbahn;Ferrovia;Chemin de fer;#0047;TRN;Transports Publics Neuchâtelois SA;2022-08-04 14:16:27;2022-08-04 14:16:27
ch:1:sboid:100125;100125;1900-01-01;9999-12-31;154;VALIDATED;Treib-Seelisberg-Bahn;Treib-Seelisberg-Bahn;Treib-Seelisberg-Bahn;Treib-Seelisberg-Bahn;TSB;TSB;TSB;TSB;10;Eisenbahn;Ferrovia;Chemin de fer;#0480;TSB;Treib-Seelisberg-Bahn AG;2022-08-04 14:16:29;2022-08-04 14:16:29
ch:1:sboid:100126;100126;1900-01-01;9999-12-31;155;VALIDATED;Montreux-Vevey-Riviera (vcp);Montreux-Vevey-Riviera (vcp);Montreux-Vevey-Riviera (vcp);Montreux-Vevey-Riviera (vcp);MVR-vcp;MVR-vcp;MVR-vcp;MVR-vcp;10;Eisenbahn;Ferrovia;Chemin de fer;#0212;MVR;Transports Montreux-Vevey-Riviera SA;2022-08-04 14:16:27;2022-08-04 14:16:27
ch:1:sboid:100127;100127;1900-01-01;9999-12-31;156;VALIDATED;Service d'automobiles TRN (vr);Service d'automobiles TRN (vr);Service d'automobiles TRN (vr);Service d'automobiles TRN (vr);TRN/Autovr;TRN/Autovr;TRN/Autovr;TRN/Autovr;30;Strasse;Strada;Route;#0047;TRN;Transports Publics Neuchâtelois SA;2022-08-04 14:16:27;2022-08-04 14:16:27
ch:1:sboid:100128;100128;1900-01-01;9999-12-31;157;VALIDATED;Wengernalpbahn;Wengernalpbahn;Wengernalpbahn;Wengernalpbahn;WAB;WAB;WAB;WAB;10;Eisenbahn;Ferrovia;Chemin de fer;#0219;WAB;Wengernalpbahn AG;2022-08-04 14:16:29;2022-08-04 14:16:29
ch:1:sboid:100129;100129;1900-01-01;9999-12-31;158;VALIDATED;Zugerbergbahn;Zugerbergbahn;Zugerbergbahn;Zugerbergbahn;ZBB;ZBB;ZBB;ZBB;10;Eisenbahn;Ferrovia;Chemin de fer;#0488;ZBB;Zugerbergbahn AG;2022-08-04 14:16:29;2022-08-04 14:16:29
ch:1:sboid:100130;100130;1900-01-01;9999-12-31;159;VALIDATED;Interlaken-Heimwehfluh;Interlaken-Heimwehfluh;Interlaken-Heimwehfluh;Interlaken-Heimwehfluh;DIH;DIH;DIH;DIH;10;Eisenbahn;Ferrovia;Chemin de fer;#0438;DIH;Drahtseilbahn Interlaken - Heimwehfluh AG;2022-08-04 14:16:29;2022-08-04 14:16:29
ch:1:sboid:100131;100131;1900-01-01;9999-12-31;160;VALIDATED;Dampfbahn Furka-Bergstrecke;Dampfbahn Furka-Bergstrecke;Dampfbahn Furka-Bergstrecke;Dampfbahn Furka-Bergstrecke;DFB;DFB;DFB;DFB;12;Bahn ohne Verkehrsabrechnung;Ferrovia senza rapporto sul traffico;Chemin de fer sans rapport de circulation;#0132;DFB;DFB-Dampfbahn-Furka-Bergstrecke AG;2022-08-04 14:16:29;2022-08-04 14:16:29
ch:1:sboid:100133;100133;2020-08-20;9999-12-31;163;VALIDATED;Società della Funicolare Locarno-Madonna del Sasso SA;Società della Funicolare Locarno-Madonna del Sasso SA;Società della Funicolare Locarno-Madonna del Sasso SA;Società della Funicolare Locarno-Madonna del Sasso SA;FLMS;FLMS;FLMS;FLMS;12;Bahn ohne Verkehrsabrechnung;Ferrovia senza rapporto sul traffico;Chemin de fer sans rapport de circulation;#0446;FLMS;Società della Funicolare Locarno-Madonna del Sasso SA (FLMS);2022-08-04 14:16:27;2022-08-04 14:16:27
ch:1:sboid:100134;100134;1900-01-01;9999-12-31;164;VALIDATED;Dolderbahn Betriebs AG;Dolderbahn Betriebs AG;Dolderbahn Betriebs AG;Dolderbahn Betriebs AG;DBZ;DBZ;DBZ;DBZ;10;Eisenbahn;Ferrovia;Chemin de fer;#0206;DBZ;Dolderbahn-Betriebs-AG;2022-08-04 14:16:29;2022-08-04 14:16:29
ch:1:sboid:100135;100135;1900-01-01;9999-12-31;165;VALIDATED;Poly-Bahn Zürich;Poly-Bahn Zürich;Poly-Bahn Zürich;Poly-Bahn Zürich;PBZ;PBZ;PBZ;PBZ;10;Eisenbahn;Ferrovia;Chemin de fer;#0489;PBZ;UBS-Polybahn AG;2022-08-04 14:16:29;2022-08-04 14:16:29
ch:1:sboid:100136;100136;1900-01-01;9999-12-31;166;VALIDATED;Funiculaire Neuchâtel-Université - Neuchâtel-Gare;Funiculaire Neuchâtel-Université - Neuchâtel-Gare;Funiculaire Neuchâtel-Université - Neuchâtel-Gare;Funiculaire Neuchâtel-Université - Neuchâtel-Gare;FUN;FUN;FUN;FUN;12;Bahn ohne Verkehrsabrechnung;Ferrovia senza rapporto sul traffico;Chemin de fer sans rapport de circulation;#0457;FUN;Ville de Neuchâtel;2022-08-04 14:16:29;2022-08-04 14:16:29
ch:1:sboid:100138;100138;2019-08-29;9999-12-31;179;VALIDATED;Ägerisee Schifffahrt AG;Ägerisee Schifffahrt AG;Ägerisee Schifffahrt AG;Ägerisee Schifffahrt AG;AeS;AeS;AeS;AeS;20;Schiff;Nave;Bateau;#0634;AeS;Ägerisee Schifffahrt AG;2022-08-04 14:16:27;2022-08-04 14:16:27
ch:1:sboid:100139;100139;2024-04-15;9999-12-31;180;VALIDATED;Schifffahrts-Genossenschaft Greifensee;Schifffahrts-Genossenschaft Greifensee;Schifffahrts-Genossenschaft Greifensee;Schifffahrts-Genossenschaft Greifensee;SGG;SGG;SGG;SGG;20;Schiff;Nave;Bateau;#0611;SGG;SCHIFFFAHRTS-GENOSSENSCHAFT GREIFENSEE;2024-04-15 14:49:19;2024-04-15 14:49:19
ch:1:sboid:100140;100140;1900-01-01;9999-12-31;181;VALIDATED;Hallwilersee;Hallwilersee;Hallwilersee;Hallwilersee;SGH;SGH;SGH;SGH;20;Schiff;Nave;Bateau;#0604;SGH;Schifffahrtsgesellschaft Hallwilersee AG;2022-08-04 14:16:29;2022-08-04 14:16:29
ch:1:sboid:100141;100141;1900-01-01;9999-12-31;182;VALIDATED;Bielersee;Bielersee;Bielersee;Bielersee;BSG;BSG;BSG;BSG;20;Schiff;Nave;Bateau;#0603;BSG;Bielersee-Schifffahrts-Gesellschaft AG;2022-08-04 14:16:29;2022-08-04 14:16:29
ch:1:sboid:100142;100142;2022-01-19;9999-12-31;183;VALIDATED;BLS Schifffahrt AG (brs);BLS Schifffahrt AG (brs);BLS Schifffahrt AG (brs);BLS Schifffahrt AG (brs);BLS-brs;BLS-brs;BLS-brs;BLS-brs;20;Schiff;Nave;Bateau;#0650;BLSSF;BLS Schifffahrt AG;2022-08-04 14:16:27;2022-08-04 14:16:27
ch:1:sboid:100143;100143;1900-01-01;9999-12-31;184;VALIDATED;CGN SA;CGN SA;CGN SA;CGN SA;CGN;CGN;CGN;CGN;20;Schiff;Nave;Bateau;#0601;CGN;CGN SA;2022-08-04 14:16:29;2022-08-04 14:16:29
ch:1:sboid:100144;100144;1900-01-01;9999-12-31;185;VALIDATED;Vierwaldstättersee;Vierwaldstättersee;Vierwaldstättersee;Vierwaldstättersee;SGV;SGV;SGV;SGV;20;Schiff;Nave;Bateau;#0605;SGV;Schifffahrtsgesellschaft des Vierwaldstättersees (SGV) AG;2022-08-04 14:16:27;2025-11-12 11:37:57
ch:1:sboid:100145;100145;2019-08-29;9999-12-31;186;VALIDATED;Schifffahrtsgesellschaft für den Zugersee AG;Schifffahrtsgesellschaft für den Zugersee AG;Schifffahrtsgesellschaft für den Zugersee AG;Schifffahrtsgesellschaft für den Zugersee AG;SGZ;SGZ;SGZ;SGZ;20;Schiff;Nave;Bateau;#0607;SGZ;Schifffahrtsgesellschaft für den Zugersee AG (SGZ);2022-08-04 14:16:27;2022-08-04 14:16:27
ch:1:sboid:100146;100146;1900-01-01;9999-12-31;187;VALIDATED;Lago Maggiore;Lago Maggiore;Lago Maggiore;Lago Maggiore;NLM;NLM;NLM;NLM;20;Schiff;Nave;Bateau;#0615;NLM;Navigazione sul Lago Maggiore, Gestione governativa;2022-08-04 14:16:30;2022-08-04 14:16:30
ch:1:sboid:100147;100147;1900-01-01;9999-12-31;188;VALIDATED;Lago di Lugano;Lago di Lugano;Lago di Lugano;Lago di Lugano;SNL;SNL;SNL;SNL;20;Schiff;Nave;Bateau;#0614;SNL;SNL - SOCIETÀ NAVIGAZIONE DEL LAGO DI LUGANO S.A.;2022-08-04 14:16:30;2022-08-04 14:16:30
ch:1:sboid:100148;100148;1900-01-01;9999-12-31;189;VALIDATED;Lacs de Neuchâtel et Morat;Lacs de Neuchâtel et Morat;Lacs de Neuchâtel et Morat;Lacs de Neuchâtel et Morat;LNM;LNM;LNM;LNM;20;Schiff;Nave;Bateau;#0602;LNM;LNM NAVIGATION SA;2022-08-04 14:16:30;2022-08-04 14:16:30
ch:1:sboid:100150;100150;2021-09-01;9999-12-31;191;VALIDATED;Basler Personenschifffahrt AG;Basler Personenschifffahrt AG;Basler Personenschifffahrt AG;Basler Personenschifffahrt AG;BPG;BPG;BPG;BPG;20;Schiff;Nave;Bateau;#0622;BPG;Basler Personenschifffahrt AG;2022-08-04 14:16:27;2022-08-04 14:16:27
ch:1:sboid:100151;100151;2022-01-19;9999-12-31;192;VALIDATED;BLS Schifffahrt AG (ths);BLS Schifffahrt AG (ths);BLS Schifffahrt AG (ths);BLS Schifffahrt AG (ths);BLS-ths;BLS-ths;BLS-ths;BLS-ths;20;Schiff;Nave;Bateau;#0650;BLSSF;BLS Schifffahrt AG;2022-08-04 14:16:27;2022-08-04 14:16:27
ch:1:sboid:100152;100152;2021-12-07;9999-12-31;193;VALIDATED;Schweiz. Schifffahrtsgesellschaft Untersee und Rhein AG;Schweiz. Schifffahrtsgesellschaft Untersee und Rhein AG;Schweiz. Schifffahrtsgesellschaft Untersee und Rhein AG;Schweiz. Schifffahrtsgesellschaft Untersee und Rhein AG;URh;URh;URh;URh;20;Schiff;Nave;Bateau;#0613;URh;Schweizerische Schifffahrtsgesellschaft Untersee und Rhein AG;2022-08-04 14:16:27;2022-08-04 14:16:27
ch:1:sboid:100153;100153;2019-09-03;9999-12-31;194;VALIDATED;Zürichsee-Schifffahrtsgesellschaft AG (ZSG);Zürichsee-Schifffahrtsgesellschaft AG (ZSG);Zürichsee-Schifffahrtsgesellschaft AG (ZSG);Zürichsee-Schifffahrtsgesellschaft AG (ZSG);ZSG;ZSG;ZSG;ZSG;20;Schiff;Nave;Bateau;#0609;ZSG;Zürichsee-Schifffahrtsgesellschaft AG (ZSG);2022-08-04 14:16:27;2022-08-04 14:16:27
ch:1:sboid:100154;100154;2022-06-03;9999-12-31;195;VALIDATED;Schweizerische Bodensee-Schifffahrt AG;Schweizerische Bodensee-Schifffahrt AG;Schweizerische Bodensee-Schifffahrt AG;Schweizerische Bodensee-Schifffahrt AG;SBS;SBS;SBS;SBS;20;Schiff;Nave;Bateau;#0008;SBS;Schweizerische Bodensee-Schifffahrt AG;2022-08-04 14:16:27;2022-08-04 14:16:27
ch:1:sboid:100155;100155;2022-05-24;9999-12-31;196;VALIDATED;Zürichsee-Fähre Horgen-Meilen AG;Zürichsee-Fähre Horgen-Meilen AG;Zürichsee-Fähre Horgen-Meilen AG;Zürichsee-Fähre Horgen-Meilen AG;FHM;FHM;FHM;FHM;95;interne Abrechnungszwecke;scopi di fatturazione interna;fins de facturation;#0610;FHM;Zürichsee-Fähre Horgen-Meilen AG;2022-08-04 14:16:27;2024-01-05 11:27:38
ch:1:sboid:100156;100156;1900-01-01;9999-12-31;197;VALIDATED;Schiffsbetrieb Walensee;Schiffsbetrieb Walensee;Schiffsbetrieb Walensee;Schiffsbetrieb Walensee;SW;SW;SW;SW;22;Schiff ohne Verkehrsabrechnung;Nave senza rapporto sul traffico;Bateau sans rapport de circulation;#0612;SW;Schiffsbetrieb Walensee AG;2022-08-04 14:16:30;2022-08-04 14:16:30
ch:1:sboid:100157;100157;1900-01-01;9999-12-31;198;VALIDATED;Navigation Lac des Brenets;Navigation Lac des Brenets;Navigation Lac des Brenets;Navigation Lac des Brenets;NLB;NLB;NLB;NLB;95;interne Abrechnungszwecke;scopi di fatturazione interna;fins de facturation;#0620;NLB;NLB S.A.;2022-08-04 14:16:30;2022-08-04 14:16:30
